Timestamp,Capacity,Occupancy
2016-10-04 13:02:00,690,660
2016-10-04 13:02:00,387,333
2016-10-04 13:02:00,2009,1461
2016-10-04 13:02:00,470,458
2016-10-04 13:02:00,687,651
2016-10-04 13:02:00,2937,1367
2016-10-04 13:02:00,1200,773
2016-10-04 13:02:00,2803,596
2016-10-04 13:29:00,687,648
2016-10-04 13:29:00,485,375
2016-10-04 13:29:00,577,263
2016-10-04 13:29:00,1200,758
2016-10-04 13:29:00,2803,581
2016-10-04 13:29:00,387,331
2016-10-04 13:29:00,1920,1432
2016-10-04 13:29:00,470,450
2016-10-04 13:29:00,3883,3184
2016-10-04 13:29:00,1322,811
2016-10-04 13:29:00,2009,1459
2016-10-04 13:29:00,690,648
2016-10-04 13:29:00,2937,1360
2016-10-04 13:29:00,3103,1273
2016-10-04 14:02:00,2803,576
2016-10-04 14:02:00,1322,815
2016-10-04 14:02:00,1200,757
2016-10-04 14:02:00,2937,1352
2016-10-04 14:02:00,485,381
2016-10-04 14:02:00,3103,1262
2016-10-04 14:02:00,3883,3145
2016-10-04 14:02:00,577,238
2016-10-04 14:02:00,690,639
2016-10-04 14:02:00,1920,1430
2016-10-04 14:02:00,2009,1452
2016-10-04 14:02:00,387,332
2016-10-04 14:02:00,687,637
2016-10-04 14:02:00,470,446
2016-10-04 14:29:00,687,627
2016-10-04 14:29:00,3883,3113
2016-10-04 14:29:00,2937,1318
2016-10-04 14:29:00,1920,1429
2016-10-04 14:29:00,387,322
2016-10-04 14:29:00,577,215
2016-10-04 14:29:00,2803,560
2016-10-04 14:29:00,470,433
2016-10-04 14:29:00,2009,1420
2016-10-04 14:29:00,690,621
2016-10-04 14:29:00,3103,1238
2016-10-04 14:29:00,1322,793
2016-10-04 14:29:00,485,373
2016-10-04 14:29:00,1200,760
2016-10-04 14:57:00,387,307
2016-10-04 14:57:00,687,593
2016-10-04 14:57:00,3883,3011
2016-10-04 14:57:00,485,354
2016-10-04 14:57:00,1920,1381
2016-10-04 14:57:00,2803,529
2016-10-04 14:57:00,470,426
2016-10-04 14:57:00,2009,1346
2016-10-04 14:57:00,3103,1169
2016-10-04 14:57:00,690,606
2016-10-04 14:57:00,1322,753
2016-10-04 14:57:00,1200,727
2016-10-04 14:57:00,2937,1267
2016-10-04 14:57:00,577,192
2016-10-04 15:30:00,690,581
2016-10-04 15:30:00,387,294
2016-10-04 15:30:00,1920,1300
2016-10-04 15:30:00,2009,1288
2016-10-04 15:30:00,3103,1127
2016-10-04 15:30:00,1322,716
2016-10-04 15:30:00,470,411
2016-10-04 15:30:00,485,338
2016-10-04 15:30:00,687,572
2016-10-04 15:30:00,577,165
2016-10-04 15:30:00,2937,1213
2016-10-04 15:30:00,1200,678
2016-10-04 15:30:00,2803,511
2016-10-04 15:30:00,3883,2839
2016-10-04 16:04:00,690,534
2016-10-04 16:04:00,485,317
2016-10-04 16:04:00,387,270
2016-10-04 16:04:00,2937,1121
2016-10-04 16:04:00,1322,664
2016-10-04 16:04:00,1200,648
2016-10-04 16:04:00,687,511
2016-10-04 16:04:00,2803,461
2016-10-04 16:04:00,577,162
2016-10-04 16:04:00,470,376
2016-10-04 16:04:00,3103,1019
2016-10-04 16:04:00,1920,1218
2016-10-04 16:04:00,2009,1175
2016-10-04 16:04:00,3883,2656
2016-10-04 16:31:00,577,143
2016-10-04 16:31:00,1322,618
2016-10-04 16:31:00,2937,1015
2016-10-04 16:31:00,3103,936
2016-10-04 16:31:00,2009,1089
2016-10-04 16:31:00,3883,2359
2016-10-04 16:31:00,1920,1075
2016-10-04 16:31:00,387,245
2016-10-04 16:31:00,2803,406
2016-10-04 16:31:00,690,466
2016-10-04 16:31:00,687,471
2016-10-04 16:31:00,470,325
2016-10-04 16:31:00,485,304
2016-10-04 16:31:00,1200,565
2016-10-05 07:57:00,687,282
2016-10-05 07:57:00,1322,453
2016-10-05 07:57:00,2803,246
2016-10-05 07:57:00,2009,735
2016-10-05 07:57:00,1920,602
2016-10-05 07:57:00,577,54
2016-10-05 07:57:00,3883,1104
2016-10-05 07:57:00,3103,650
2016-10-05 07:57:00,387,146
2016-10-05 07:57:00,485,268
2016-10-05 07:57:00,470,127
2016-10-05 07:57:00,2937,594
2016-10-05 07:57:00,1200,229
2016-10-05 07:57:00,690,180
2016-10-05 08:30:00,1322,487
2016-10-05 08:30:00,1200,333
2016-10-05 08:30:00,690,294
2016-10-05 08:30:00,577,59
2016-10-05 08:30:00,3883,1599
2016-10-05 08:30:00,387,169
2016-10-05 08:30:00,1920,779
2016-10-05 08:30:00,2009,817
2016-10-05 08:30:00,2803,326
2016-10-05 08:30:00,3103,760
2016-10-05 08:30:00,485,273
2016-10-05 08:30:00,470,201
2016-10-05 08:30:00,2937,736
2016-10-05 08:30:00,687,330
2016-10-05 09:04:00,3103,896
2016-10-05 09:04:00,2803,419
2016-10-05 09:04:00,690,424
2016-10-05 09:04:00,485,293
2016-10-05 09:04:00,2009,949
2016-10-05 09:04:00,687,395
2016-10-05 09:04:00,3883,2142
2016-10-05 09:04:00,1322,554
2016-10-05 09:04:00,2937,928
2016-10-05 09:04:00,1200,470
2016-10-05 09:04:00,1920,975
2016-10-05 09:04:00,387,211
2016-10-05 09:04:00,577,71
2016-10-05 09:04:00,470,283
2016-10-05 09:30:00,485,317
2016-10-05 09:30:00,2009,1090
2016-10-05 09:30:00,1920,1138
2016-10-05 09:30:00,387,256
2016-10-05 09:30:00,2937,1083
2016-10-05 09:30:00,3883,2552
2016-10-05 09:30:00,470,347
2016-10-05 09:30:00,577,83
2016-10-05 09:30:00,687,464
2016-10-05 09:30:00,3103,1003
2016-10-05 09:30:00,1200,584
2016-10-05 09:30:00,1322,626
2016-10-05 09:30:00,2803,478
2016-10-05 09:30:00,690,510
2016-10-05 10:04:00,485,339
2016-10-05 10:04:00,2937,1221
2016-10-05 10:04:00,2009,1246
2016-10-05 10:04:00,1200,699
2016-10-05 10:04:00,1322,710
2016-10-05 10:04:00,1920,1306
2016-10-05 10:04:00,690,572
2016-10-05 10:04:00,387,310
2016-10-05 10:04:00,687,536
2016-10-05 10:04:00,577,114
2016-10-05 10:04:00,3103,1112
2016-10-05 10:04:00,470,383
2016-10-05 10:04:00,3883,2957
2016-10-05 10:04:00,2803,547
2016-10-05 10:30:00,470,404
2016-10-05 10:30:00,1920,1379
2016-10-05 10:30:00,2937,1288
2016-10-05 10:30:00,485,355
2016-10-05 10:30:00,2009,1339
2016-10-05 10:30:00,2803,586
2016-10-05 10:30:00,387,337
2016-10-05 10:30:00,577,128
2016-10-05 10:30:00,690,598
2016-10-05 10:30:00,3103,1182
2016-10-05 10:30:00,1322,761
2016-10-05 10:30:00,1200,736
2016-10-05 10:30:00,687,578
2016-10-05 10:30:00,3883,3117
2016-10-05 11:04:00,687,619
2016-10-05 11:04:00,2937,1330
2016-10-05 11:04:00,690,624
2016-10-05 11:04:00,1200,757
2016-10-05 11:04:00,470,420
2016-10-05 11:04:00,1920,1410
2016-10-05 11:04:00,485,367
2016-10-05 11:04:00,2009,1411
2016-10-05 11:04:00,3883,3177
2016-10-05 11:04:00,387,339
2016-10-05 11:04:00,577,148
2016-10-05 11:04:00,3103,1250
2016-10-05 11:04:00,1322,792
2016-10-05 11:04:00,2803,603
2016-10-05 11:30:00,485,366
2016-10-05 11:30:00,2009,1436
2016-10-05 11:30:00,2937,1340
2016-10-05 11:30:00,3103,1259
2016-10-05 11:30:00,1322,796
2016-10-05 11:30:00,470,429
2016-10-05 11:30:00,687,640
2016-10-05 11:30:00,690,634
2016-10-05 11:30:00,1920,1430
2016-10-05 11:30:00,387,340
2016-10-05 11:30:00,3883,3194
2016-10-05 11:30:00,577,162
2016-10-05 11:30:00,2803,593
2016-10-05 11:30:00,1200,774
2016-10-05 12:04:00,470,447
2016-10-05 12:04:00,687,650
2016-10-05 12:04:00,3883,3213
2016-10-05 12:04:00,485,369
2016-10-05 12:04:00,3103,1264
2016-10-05 12:04:00,2937,1359
2016-10-05 12:04:00,1200,779
2016-10-05 12:04:00,577,178
2016-10-05 12:04:00,1322,809
2016-10-05 12:04:00,2803,582
2016-10-05 12:04:00,690,653
2016-10-05 12:04:00,387,337
2016-10-05 12:04:00,1920,1446
2016-10-05 12:04:00,2009,1459
2016-10-05 12:17:00,485,376
2016-10-05 12:30:00,690,662
2016-10-05 12:30:00,1200,770
2016-10-05 12:30:00,3103,1278
2016-10-05 12:30:00,577,183
2016-10-05 12:30:00,1322,811
2016-10-05 12:30:00,470,450
2016-10-05 12:30:00,387,336
2016-10-05 12:30:00,1920,1437
2016-10-05 12:30:00,3883,3190
2016-10-05 12:30:00,2937,1371
2016-10-05 12:30:00,2009,1472
2016-10-05 12:30:00,687,661
2016-10-05 12:30:00,2803,580
2016-10-05 12:57:00,1200,756
2016-10-05 12:57:00,2009,1490
2016-10-05 12:57:00,470,451
2016-10-05 12:57:00,387,343
2016-10-05 12:57:00,485,373
2016-10-05 12:57:00,2937,1381
2016-10-05 12:57:00,3883,3145
2016-10-05 12:57:00,1322,827
2016-10-05 12:57:00,2803,586
2016-10-05 12:57:00,1920,1418
2016-10-05 12:57:00,690,665
2016-10-05 12:57:00,577,175
2016-10-05 12:57:00,687,663
2016-10-05 12:57:00,3103,1279
2016-10-05 13:30:00,485,372
2016-10-05 13:30:00,577,179
2016-10-05 13:30:00,1200,761
2016-10-05 13:30:00,687,638
2016-10-05 13:30:00,2009,1462
2016-10-05 13:30:00,690,669
2016-10-05 13:30:00,3883,3146
2016-10-05 13:30:00,1322,824
2016-10-05 13:30:00,3103,1248
2016-10-05 13:30:00,387,345
2016-10-05 13:30:00,2937,1386
2016-10-05 13:30:00,1920,1427
2016-10-05 13:30:00,470,454
2016-10-05 13:30:00,2803,583
2016-10-05 13:57:00,2803,579
2016-10-05 13:57:00,577,174
2016-10-05 13:57:00,2009,1453
2016-10-05 13:57:00,3103,1237
2016-10-05 13:57:00,1920,1422
2016-10-05 13:57:00,470,455
2016-10-05 13:57:00,1322,818
2016-10-05 13:57:00,2937,1375
2016-10-05 13:57:00,485,368
2016-10-05 13:57:00,1200,764
2016-10-05 13:57:00,687,635
2016-10-05 13:57:00,690,662
2016-10-05 13:57:00,3883,3140
2016-10-05 13:57:00,387,345
2016-10-05 14:30:00,3883,3072
2016-10-05 14:30:00,387,336
2016-10-05 14:30:00,1200,767
2016-10-05 14:30:00,3103,1192
2016-10-05 14:30:00,687,620
2016-10-05 14:30:00,470,447
2016-10-05 14:30:00,577,158
2016-10-05 14:30:00,1322,794
2016-10-05 14:30:00,485,361
2016-10-05 14:30:00,1920,1409
2016-10-05 14:30:00,2803,547
2016-10-05 14:30:00,690,653
2016-10-05 14:30:00,2009,1414
2016-10-05 14:30:00,2937,1350
2016-10-05 14:57:00,2009,1355
2016-10-05 14:57:00,1920,1378
2016-10-05 14:57:00,577,145
2016-10-05 14:57:00,3103,1135
2016-10-05 14:57:00,387,326
2016-10-05 14:57:00,2803,521
2016-10-05 14:57:00,470,435
2016-10-05 14:57:00,1200,747
2016-10-05 14:57:00,690,632
2016-10-05 14:57:00,1322,771
2016-10-05 14:57:00,485,356
2016-10-05 14:57:00,687,584
2016-10-05 14:57:00,3883,2963
2016-10-05 14:57:00,2937,1314
2016-10-05 15:30:00,690,592
2016-10-05 15:30:00,387,306
2016-10-05 15:30:00,1322,708
2016-10-05 15:30:00,1200,698
2016-10-05 15:30:00,2803,482
2016-10-05 15:30:00,2009,1263
2016-10-05 15:30:00,485,325
2016-10-05 15:30:00,1920,1303
2016-10-05 15:30:00,3883,2782
2016-10-05 15:30:00,577,129
2016-10-05 15:30:00,470,403
2016-10-05 15:30:00,687,555
2016-10-05 15:30:00,2937,1223
2016-10-05 15:30:00,3103,1056
2016-10-05 15:57:00,485,316
2016-10-05 16:04:00,470,374
2016-10-05 16:04:00,2009,1198
2016-10-05 16:04:00,2937,1152
2016-10-05 16:04:00,3883,2571
2016-10-05 16:04:00,1322,685
2016-10-05 16:04:00,687,513
2016-10-05 16:04:00,387,284
2016-10-05 16:04:00,1920,1203
2016-10-05 16:04:00,3103,992
2016-10-05 16:04:00,1200,641
2016-10-05 16:04:00,690,550
2016-10-05 16:04:00,2803,445
2016-10-05 16:04:00,577,121
2016-10-05 16:30:00,690,494
2016-10-05 16:30:00,1322,632
2016-10-05 16:30:00,485,299
2016-10-05 16:30:00,3883,2277
2016-10-05 16:30:00,2803,390
2016-10-05 16:30:00,2937,1054
2016-10-05 16:30:00,2009,1097
2016-10-05 16:30:00,577,114
2016-10-05 16:30:00,687,465
2016-10-05 16:30:00,470,335
2016-10-05 16:30:00,1200,544
2016-10-05 16:30:00,3103,893
2016-10-05 16:30:00,387,261
2016-10-05 16:30:00,1920,1049
2016-10-06 07:57:00,690,187
2016-10-06 07:57:00,577,58
2016-10-06 07:57:00,2009,760
2016-10-06 07:57:00,387,98
2016-10-06 07:57:00,1920,615
2016-10-06 07:57:00,3883,1117
2016-10-06 07:57:00,1322,404
2016-10-06 07:57:00,485,260
2016-10-06 07:57:00,2937,545
2016-10-06 07:57:00,687,356
2016-10-06 07:57:00,470,128
2016-10-06 07:57:00,1200,225
2016-10-06 07:57:00,2803,174
2016-10-06 07:57:00,3103,692
2016-10-06 08:30:00,1920,772
2016-10-06 08:30:00,2937,703
2016-10-06 08:30:00,470,199
2016-10-06 08:30:00,690,293
2016-10-06 08:30:00,1322,461
2016-10-06 08:30:00,1200,304
2016-10-06 08:30:00,387,133
2016-10-06 08:30:00,687,392
2016-10-06 08:30:00,3103,785
2016-10-06 08:30:00,577,63
2016-10-06 08:30:00,2009,853
2016-10-06 08:30:00,2803,249
2016-10-06 08:30:00,485,277
2016-10-06 08:30:00,3883,1561
2016-10-06 08:57:00,687,447
2016-10-06 08:57:00,2937,858
2016-10-06 08:57:00,577,70
2016-10-06 08:57:00,2009,940
2016-10-06 08:57:00,2803,324
2016-10-06 08:57:00,3883,1974
2016-10-06 08:57:00,485,282
2016-10-06 08:57:00,470,284
2016-10-06 08:57:00,387,157
2016-10-06 08:57:00,1920,937
2016-10-06 08:57:00,3103,896
2016-10-06 08:57:00,690,419
2016-10-06 08:57:00,1200,402
2016-10-06 08:57:00,1322,493
2016-10-06 09:30:00,3883,2417
2016-10-06 09:30:00,2803,389
2016-10-06 09:30:00,387,192
2016-10-06 09:30:00,2009,1055
2016-10-06 09:30:00,577,95
2016-10-06 09:30:00,3103,999
2016-10-06 09:30:00,687,505
2016-10-06 09:30:00,2937,983
2016-10-06 09:30:00,1920,1119
2016-10-06 09:30:00,1200,534
2016-10-06 09:30:00,470,337
2016-10-06 09:30:00,1322,550
2016-10-06 09:30:00,690,494
2016-10-06 09:30:00,485,297
2016-10-06 10:03:00,3103,1105
2016-10-06 10:03:00,2937,1119
2016-10-06 10:03:00,470,388
2016-10-06 10:03:00,2803,461
2016-10-06 10:03:00,690,568
2016-10-06 10:03:00,1920,1230
2016-10-06 10:03:00,687,549
2016-10-06 10:03:00,577,135
2016-10-06 10:03:00,387,228
2016-10-06 10:03:00,2009,1170
2016-10-06 10:03:00,485,323
2016-10-06 10:03:00,1322,621
2016-10-06 10:03:00,1200,606
2016-10-06 10:03:00,3883,2702
2016-10-06 10:30:00,2937,1222
2016-10-06 10:30:00,2009,1261
2016-10-06 10:30:00,687,578
2016-10-06 10:30:00,690,618
2016-10-06 10:30:00,485,336
2016-10-06 10:30:00,3103,1158
2016-10-06 10:30:00,1322,683
2016-10-06 10:30:00,470,424
2016-10-06 10:30:00,577,160
2016-10-06 10:30:00,2803,512
2016-10-06 10:30:00,1200,646
2016-10-06 10:30:00,1920,1285
2016-10-06 10:30:00,3883,2850
2016-10-06 10:30:00,387,268
2016-10-06 10:57:00,3883,2957
2016-10-06 10:57:00,470,441
2016-10-06 10:57:00,1920,1335
2016-10-06 10:57:00,690,645
2016-10-06 10:57:00,687,591
2016-10-06 10:57:00,387,287
2016-10-06 10:57:00,577,177
2016-10-06 10:57:00,2009,1315
2016-10-06 10:57:00,2937,1272
2016-10-06 10:57:00,2803,540
2016-10-06 10:57:00,1200,676
2016-10-06 10:57:00,1322,724
2016-10-06 10:57:00,3103,1184
2016-10-06 10:57:00,485,340
2016-10-06 11:30:00,1200,696
2016-10-06 11:30:00,1920,1366
2016-10-06 11:30:00,3883,3043
2016-10-06 11:30:00,470,450
2016-10-06 11:30:00,690,657
2016-10-06 11:30:00,687,614
2016-10-06 11:30:00,2803,569
2016-10-06 11:30:00,1322,749
2016-10-06 11:30:00,2009,1363
2016-10-06 11:30:00,3103,1229
2016-10-06 11:30:00,577,191
2016-10-06 11:30:00,485,346
2016-10-06 11:30:00,2937,1303
2016-10-06 11:30:00,387,300
2016-10-06 12:04:00,1322,757
2016-10-06 12:04:00,577,199
2016-10-06 12:04:00,690,673
2016-10-06 12:04:00,2009,1405
2016-10-06 12:04:00,1920,1394
2016-10-06 12:04:00,3103,1273
2016-10-06 12:04:00,485,345
2016-10-06 12:04:00,1200,711
2016-10-06 12:04:00,387,312
2016-10-06 12:04:00,687,648
2016-10-06 12:04:00,3883,3117
2016-10-06 12:04:00,470,460
2016-10-06 12:04:00,2937,1330
2016-10-06 12:04:00,2803,592
2016-10-06 12:24:00,485,343
2016-10-06 12:30:00,577,206
2016-10-06 12:30:00,1920,1408
2016-10-06 12:30:00,1200,723
2016-10-06 12:30:00,2937,1348
2016-10-06 12:30:00,687,659
2016-10-06 12:30:00,2009,1436
2016-10-06 12:30:00,3103,1283
2016-10-06 12:30:00,690,680
2016-10-06 12:30:00,1322,777
2016-10-06 12:30:00,470,465
2016-10-06 12:30:00,3883,3126
2016-10-06 12:30:00,387,322
2016-10-06 12:30:00,2803,600
2016-10-06 12:57:00,1322,785
2016-10-06 12:57:00,485,345
2016-10-06 12:57:00,2937,1344
2016-10-06 12:57:00,3883,3137
2016-10-06 12:57:00,1200,728
2016-10-06 12:57:00,687,600
2016-10-06 12:57:00,2009,1385
2016-10-06 12:57:00,3103,1220
2016-10-06 12:57:00,387,330
2016-10-06 12:57:00,2803,605
2016-10-06 12:57:00,470,459
2016-10-06 12:57:00,1920,1422
2016-10-06 12:57:00,577,198
2016-10-06 12:57:00,690,672
2016-10-06 13:30:00,485,344
2016-10-06 13:30:00,690,671
2016-10-06 13:30:00,2937,1340
2016-10-06 13:30:00,1322,779
2016-10-06 13:30:00,1920,1419
2016-10-06 13:30:00,1200,727
2016-10-06 13:30:00,687,585
2016-10-06 13:30:00,577,208
2016-10-06 13:30:00,387,325
2016-10-06 13:30:00,2009,1364
2016-10-06 13:30:00,3883,3130
2016-10-06 13:30:00,2803,592
2016-10-06 13:30:00,470,460
2016-10-06 13:30:00,3103,1196
2016-10-06 13:57:00,470,455
2016-10-06 13:57:00,3883,3134
2016-10-06 13:57:00,1322,781
2016-10-06 13:57:00,687,582
2016-10-06 13:57:00,387,328
2016-10-06 13:57:00,2937,1337
2016-10-06 13:57:00,690,666
2016-10-06 13:57:00,485,343
2016-10-06 13:57:00,2803,581
2016-10-06 13:57:00,2009,1363
2016-10-06 13:57:00,1920,1421
2016-10-06 13:57:00,3103,1178
2016-10-06 13:57:00,1200,724
2016-10-06 13:57:00,577,200
2016-10-06 14:30:00,485,320
2016-10-06 14:30:00,577,175
2016-10-06 14:30:00,387,307
2016-10-06 14:30:00,2009,1306
2016-10-06 14:30:00,1200,701
2016-10-06 14:30:00,3883,3055
2016-10-06 14:30:00,687,570
2016-10-06 14:30:00,690,644
2016-10-06 14:30:00,1920,1388
2016-10-06 14:30:00,2803,541
2016-10-06 14:30:00,3103,1124
2016-10-06 14:30:00,2937,1271
2016-10-06 14:30:00,470,438
2016-10-06 14:30:00,1322,736
2016-10-06 15:04:00,1200,683
2016-10-06 15:04:00,3103,1081
2016-10-06 15:04:00,687,547
2016-10-06 15:04:00,2937,1246
2016-10-06 15:04:00,2803,509
2016-10-06 15:04:00,1920,1346
2016-10-06 15:04:00,470,429
2016-10-06 15:04:00,485,321
2016-10-06 15:04:00,387,296
2016-10-06 15:04:00,690,629
2016-10-06 15:04:00,3883,2921
2016-10-06 15:04:00,1322,721
2016-10-06 15:04:00,577,158
2016-10-06 15:04:00,2009,1268
2016-10-06 15:31:00,1200,642
2016-10-06 15:31:00,2009,1215
2016-10-06 15:31:00,690,594
2016-10-06 15:31:00,2937,1191
2016-10-06 15:31:00,470,403
2016-10-06 15:31:00,2803,490
2016-10-06 15:31:00,387,287
2016-10-06 15:31:00,3883,2748
2016-10-06 15:31:00,1322,696
2016-10-06 15:31:00,3103,1032
2016-10-06 15:31:00,485,310
2016-10-06 15:31:00,577,153
2016-10-06 15:31:00,1920,1269
2016-10-06 15:31:00,687,519
2016-10-06 16:04:00,577,135
2016-10-06 16:04:00,2803,434
2016-10-06 16:04:00,470,393
2016-10-06 16:04:00,1920,1170
2016-10-06 16:04:00,1200,593
2016-10-06 16:04:00,485,298
2016-10-06 16:04:00,387,260
2016-10-06 16:04:00,687,501
2016-10-06 16:04:00,3103,973
2016-10-06 16:04:00,3883,2542
2016-10-06 16:04:00,2937,1123
2016-10-06 16:04:00,690,565
2016-10-06 16:04:00,2009,1157
2016-10-06 16:04:00,1322,656
2016-10-06 16:30:00,687,479
2016-10-06 16:30:00,2803,397
2016-10-06 16:30:00,2009,1101
2016-10-06 16:30:00,485,278
2016-10-06 16:30:00,1200,521
2016-10-06 16:30:00,3883,2247
2016-10-06 16:30:00,1920,1028
2016-10-06 16:30:00,470,347
2016-10-06 16:30:00,690,500
2016-10-06 16:30:00,2937,1025
2016-10-06 16:30:00,387,247
2016-10-06 16:30:00,1322,622
2016-10-06 16:30:00,577,129
2016-10-06 16:30:00,3103,907
2016-10-07 08:03:00,1200,242
2016-10-07 08:03:00,577,58
2016-10-07 08:03:00,1920,587
2016-10-07 08:03:00,3103,747
2016-10-07 08:03:00,387,105
2016-10-07 08:03:00,485,240
2016-10-07 08:03:00,2803,189
2016-10-07 08:03:00,690,173
2016-10-07 08:03:00,470,121
2016-10-07 08:03:00,2009,813
2016-10-07 08:03:00,1322,390
2016-10-07 08:03:00,3883,1040
2016-10-07 08:03:00,687,423
2016-10-07 08:03:00,2937,518
2016-10-07 08:30:00,687,443
2016-10-07 08:30:00,2803,250
2016-10-07 08:30:00,2009,871
2016-10-07 08:30:00,1200,324
2016-10-07 08:30:00,577,61
2016-10-07 08:30:00,1920,738
2016-10-07 08:30:00,387,126
2016-10-07 08:30:00,3883,1409
2016-10-07 08:30:00,485,254
2016-10-07 08:30:00,2937,655
2016-10-07 08:30:00,1322,428
